time,.data
2024/06/03/16:12:02.347802,98
2024/06/03/16:12:02.366327,98
2024/06/03/16:12:02.382816,98
2024/06/03/16:12:02.399297,98
2024/06/03/16:12:02.414441,98
2024/06/03/16:12:02.432577,98
2024/06/03/16:12:02.449135,98
2024/06/03/16:12:02.465805,98
2024/06/03/16:12:02.481671,98
2024/06/03/16:12:02.498732,98
2024/06/03/16:12:02.516346,98
2024/06/03/16:12:02.532020,98
2024/06/03/16:12:02.549322,98
2024/06/03/16:12:02.566028,98
2024/06/03/16:12:02.581976,98
2024/06/03/16:12:02.599265,98
2024/06/03/16:12:02.614575,98
2024/06/03/16:12:02.632828,98
2024/06/03/16:12:02.649240,98
2024/06/03/16:12:02.666088,98
2024/06/03/16:12:02.681542,98
2024/06/03/16:12:02.697510,98
2024/06/03/16:12:02.715600,98
2024/06/03/16:12:02.731688,98
2024/06/03/16:12:02.749411,98
2024/06/03/16:12:02.766444,98
2024/06/03/16:12:02.782406,98
2024/06/03/16:12:02.798177,98
2024/06/03/16:12:02.814738,98
2024/06/03/16:12:02.830686,98
2024/06/03/16:12:02.848737,98
2024/06/03/16:12:02.865517,98
2024/06/03/16:12:02.883179,98
2024/06/03/16:12:02.899754,98
2024/06/03/16:12:02.916391,98
2024/06/03/16:12:02.932603,98
2024/06/03/16:12:02.950270,98
2024/06/03/16:12:02.968090,98
2024/06/03/16:12:02.983458,98
2024/06/03/16:12:03.000830,98
2024/06/03/16:12:03.017867,98
2024/06/03/16:12:03.032612,98
2024/06/03/16:12:03.049402,98
2024/06/03/16:12:03.065243,98
2024/06/03/16:12:03.082002,98
2024/06/03/16:12:03.099847,98
2024/06/03/16:12:03.114110,98
2024/06/03/16:12:03.132354,98
2024/06/03/16:12:03.147983,98
2024/06/03/16:12:03.164549,98
2024/06/03/16:12:03.182850,98
2024/06/03/16:12:03.199520,98
2024/06/03/16:12:03.216087,98
2024/06/03/16:12:03.233312,98
2024/06/03/16:12:03.250017,98
2024/06/03/16:12:03.265913,98
2024/06/03/16:12:03.283268,98
2024/06/03/16:12:03.299266,98
2024/06/03/16:12:03.316144,98
2024/06/03/16:12:03.333863,98
2024/06/03/16:12:03.349064,98
2024/06/03/16:12:03.365428,98
2024/06/03/16:12:03.381925,98
2024/06/03/16:12:03.399467,98
2024/06/03/16:12:03.415204,98
2024/06/03/16:12:03.432767,98
2024/06/03/16:12:03.449100,98
2024/06/03/16:12:03.464916,98
2024/06/03/16:12:03.482145,98
2024/06/03/16:12:03.499137,98
2024/06/03/16:12:03.516849,98
2024/06/03/16:12:03.534895,98
2024/06/03/16:12:03.548665,98
2024/06/03/16:12:03.565827,98
2024/06/03/16:12:03.583835,98
2024/06/03/16:12:03.599550,98
2024/06/03/16:12:03.616528,98
2024/06/03/16:12:03.632357,98
2024/06/03/16:12:03.648001,98
2024/06/03/16:12:03.665195,98
2024/06/03/16:12:03.682592,98
2024/06/03/16:12:03.699171,97
2024/06/03/16:12:03.716921,97
2024/06/03/16:12:03.735058,97
2024/06/03/16:12:03.750160,97
2024/06/03/16:12:03.766637,97
2024/06/03/16:12:03.784096,97
2024/06/03/16:12:03.799842,97
2024/06/03/16:12:03.815617,97
2024/06/03/16:12:03.833986,97
2024/06/03/16:12:03.851941,97
2024/06/03/16:12:03.865951,97
2024/06/03/16:12:03.883054,97
2024/06/03/16:12:03.899652,97
2024/06/03/16:12:03.916307,97
2024/06/03/16:12:03.931528,97
2024/06/03/16:12:03.950751,97
2024/06/03/16:12:03.964506,97
2024/06/03/16:12:03.983641,97
2024/06/03/16:12:03.999444,97
2024/06/03/16:12:04.016920,97
2024/06/03/16:12:04.032246,97
2024/06/03/16:12:04.048392,97
2024/06/03/16:12:04.064366,97
2024/06/03/16:12:04.081964,97
2024/06/03/16:12:04.098504,97
2024/06/03/16:12:04.115353,97
2024/06/03/16:12:04.130674,97
2024/06/03/16:12:04.148692,97
2024/06/03/16:12:04.165588,97
2024/06/03/16:12:04.183687,97
2024/06/03/16:12:04.198089,97
2024/06/03/16:12:04.214804,97
2024/06/03/16:12:04.232095,97
2024/06/03/16:12:04.248315,97
2024/06/03/16:12:04.265041,97
2024/06/03/16:12:04.280825,97
2024/06/03/16:12:04.298538,97
2024/06/03/16:12:04.315179,97
2024/06/03/16:12:04.333626,97
2024/06/03/16:12:04.347865,97
2024/06/03/16:12:04.365490,97
2024/06/03/16:12:04.382500,97
2024/06/03/16:12:04.399161,97
2024/06/03/16:12:04.414561,97
2024/06/03/16:12:04.431996,97
2024/06/03/16:12:04.449954,97
2024/06/03/16:12:04.465435,97
2024/06/03/16:12:04.483562,97
2024/06/03/16:12:04.499367,97
2024/06/03/16:12:04.516980,97
2024/06/03/16:12:04.533437,97
2024/06/03/16:12:04.550593,97
2024/06/03/16:12:04.565850,97
2024/06/03/16:12:04.582914,97
2024/06/03/16:12:04.599877,97
2024/06/03/16:12:04.615754,97
2024/06/03/16:12:04.631416,97
2024/06/03/16:12:04.648628,97
2024/06/03/16:12:04.666116,97
2024/06/03/16:12:04.682851,97
2024/06/03/16:12:04.704502,97
2024/06/03/16:12:04.716703,97
2024/06/03/16:12:04.736672,97
2024/06/03/16:12:04.750033,97
2024/06/03/16:12:04.766841,97
2024/06/03/16:12:04.782561,97
2024/06/03/16:12:04.800098,97
2024/06/03/16:12:04.814790,97
2024/06/03/16:12:04.831270,97
2024/06/03/16:12:04.848359,97
2024/06/03/16:12:04.865860,97
2024/06/03/16:12:04.882259,97
2024/06/03/16:12:04.898677,97
2024/06/03/16:12:04.915014,97
2024/06/03/16:12:04.931860,97
2024/06/03/16:12:04.948689,97
2024/06/03/16:12:04.966699,97
2024/06/03/16:12:04.981704,97
2024/06/03/16:12:04.998360,97
2024/06/03/16:12:05.013765,97
2024/06/03/16:12:05.032638,97
2024/06/03/16:12:05.049044,97
2024/06/03/16:12:05.064616,97
2024/06/03/16:12:05.082503,97
2024/06/03/16:12:05.099290,97
2024/06/03/16:12:05.115974,97
2024/06/03/16:12:05.132434,97
2024/06/03/16:12:05.148922,97
2024/06/03/16:12:05.166260,97
2024/06/03/16:12:05.183006,97
2024/06/03/16:12:05.199205,97
2024/06/03/16:12:05.215436,97
2024/06/03/16:12:05.232818,97
2024/06/03/16:12:05.249339,97
2024/06/03/16:12:05.264810,97
2024/06/03/16:12:05.281939,97
2024/06/03/16:12:05.301397,97
2024/06/03/16:12:05.315323,97
2024/06/03/16:12:05.331817,97
2024/06/03/16:12:05.349124,97
2024/06/03/16:12:05.365171,97
2024/06/03/16:12:05.382013,97
2024/06/03/16:12:05.400697,97
2024/06/03/16:12:05.416089,97
2024/06/03/16:12:05.432873,97
2024/06/03/16:12:05.449762,97
2024/06/03/16:12:05.467314,97
2024/06/03/16:12:05.483121,97
2024/06/03/16:12:05.498770,97
2024/06/03/16:12:05.516560,97
2024/06/03/16:12:05.532491,97
2024/06/03/16:12:05.549407,97
2024/06/03/16:12:05.566480,97
2024/06/03/16:12:05.583198,97
2024/06/03/16:12:05.598775,97
2024/06/03/16:12:05.615662,97
2024/06/03/16:12:05.633117,97
2024/06/03/16:12:05.649042,97
2024/06/03/16:12:05.664913,97
2024/06/03/16:12:05.683204,97
2024/06/03/16:12:05.703533,97
2024/06/03/16:12:05.714800,97
2024/06/03/16:12:05.732575,97
2024/06/03/16:12:05.748801,97
2024/06/03/16:12:05.764665,97
2024/06/03/16:12:05.782011,97
2024/06/03/16:12:05.798608,97
2024/06/03/16:12:05.816104,97
2024/06/03/16:12:05.831692,97
2024/06/03/16:12:05.848806,97
2024/06/03/16:12:05.866504,97
2024/06/03/16:12:05.882012,97
2024/06/03/16:12:05.899205,97
2024/06/03/16:12:05.915908,97
2024/06/03/16:12:05.932473,97
2024/06/03/16:12:05.948948,97
2024/06/03/16:12:05.965991,97
2024/06/03/16:12:05.983036,97
2024/06/03/16:12:05.999215,97
2024/06/03/16:12:06.016473,97
2024/06/03/16:12:06.031387,97
2024/06/03/16:12:06.048765,97
2024/06/03/16:12:06.065600,97
2024/06/03/16:12:06.082531,97
2024/06/03/16:12:06.099554,97
2024/06/03/16:12:06.116257,97
2024/06/03/16:12:06.131505,97
2024/06/03/16:12:06.149897,97
2024/06/03/16:12:06.166102,97
2024/06/03/16:12:06.183036,97
2024/06/03/16:12:06.199751,97
2024/06/03/16:12:06.216143,97
2024/06/03/16:12:06.232468,97
2024/06/03/16:12:06.249071,97
2024/06/03/16:12:06.265646,97
2024/06/03/16:12:06.282727,97
2024/06/03/16:12:06.299248,97
2024/06/03/16:12:06.318326,97
2024/06/03/16:12:06.337102,97
2024/06/03/16:12:06.349082,97
2024/06/03/16:12:06.364650,97
2024/06/03/16:12:06.384075,97
2024/06/03/16:12:06.398649,97
2024/06/03/16:12:06.416949,97
2024/06/03/16:12:06.431404,97
2024/06/03/16:12:06.449600,97
2024/06/03/16:12:06.466018,97
2024/06/03/16:12:06.482418,97
2024/06/03/16:12:06.498153,97
2024/06/03/16:12:06.515553,97
2024/06/03/16:12:06.534735,97
2024/06/03/16:12:06.549455,97
2024/06/03/16:12:06.565765,97
2024/06/03/16:12:06.583112,97
2024/06/03/16:12:06.599588,97
2024/06/03/16:12:06.615290,97
2024/06/03/16:12:06.632757,97
2024/06/03/16:12:06.649184,97
2024/06/03/16:12:06.665557,97
2024/06/03/16:12:06.682349,97
2024/06/03/16:12:06.700468,97
2024/06/03/16:12:06.715878,97
2024/06/03/16:12:06.732363,97
2024/06/03/16:12:06.747233,97
2024/06/03/16:12:06.765541,97
2024/06/03/16:12:06.780953,97
2024/06/03/16:12:06.800289,97
2024/06/03/16:12:06.818361,97
2024/06/03/16:12:06.832945,97
2024/06/03/16:12:06.854011,97
2024/06/03/16:12:06.867199,97
2024/06/03/16:12:06.882259,97
2024/06/03/16:12:06.899872,97
2024/06/03/16:12:06.915246,97
2024/06/03/16:12:06.934064,97
2024/06/03/16:12:06.951453,97
2024/06/03/16:12:06.967733,97
2024/06/03/16:12:06.982295,97
2024/06/03/16:12:06.998411,97
2024/06/03/16:12:07.019658,97
2024/06/03/16:12:07.032830,97
2024/06/03/16:12:07.050223,97
2024/06/03/16:12:07.066306,97
2024/06/03/16:12:07.081717,97
2024/06/03/16:12:07.100105,97
2024/06/03/16:12:07.115552,97
2024/06/03/16:12:07.131081,97
2024/06/03/16:12:07.149682,97
2024/06/03/16:12:07.165526,97
2024/06/03/16:12:07.181729,97
2024/06/03/16:12:07.198883,97
2024/06/03/16:12:07.214881,97
2024/06/03/16:12:07.231438,97
2024/06/03/16:12:07.248441,97
2024/06/03/16:12:07.264275,97
2024/06/03/16:12:07.281847,97
2024/06/03/16:12:07.299519,97
2024/06/03/16:12:07.316252,97
2024/06/03/16:12:07.332079,97
2024/06/03/16:12:07.349363,97
2024/06/03/16:12:07.366094,97
2024/06/03/16:12:07.382078,97
2024/06/03/16:12:07.399128,97
2024/06/03/16:12:07.414675,97
2024/06/03/16:12:07.432686,97
2024/06/03/16:12:07.448790,97
2024/06/03/16:12:07.464307,97
2024/06/03/16:12:07.482363,97
2024/06/03/16:12:07.501251,97
2024/06/03/16:12:07.515359,97
2024/06/03/16:12:07.531756,97
2024/06/03/16:12:07.549129,97
2024/06/03/16:12:07.565555,97
2024/06/03/16:12:07.582183,97
2024/06/03/16:12:07.600080,97
2024/06/03/16:12:07.616424,97
2024/06/03/16:12:07.632011,97
2024/06/03/16:12:07.651160,97
2024/06/03/16:12:07.668142,97
2024/06/03/16:12:07.683983,97
2024/06/03/16:12:07.700345,97
2024/06/03/16:12:07.715595,97
2024/06/03/16:12:07.731975,97
2024/06/03/16:12:07.750825,97
2024/06/03/16:12:07.766584,97
2024/06/03/16:12:07.783774,97
2024/06/03/16:12:07.799022,97
2024/06/03/16:12:07.815790,97
2024/06/03/16:12:07.837108,97
2024/06/03/16:12:07.849828,97
2024/06/03/16:12:07.867172,97
2024/06/03/16:12:07.884231,97
2024/06/03/16:12:07.903316,97
2024/06/03/16:12:07.917517,97
2024/06/03/16:12:07.933493,97
2024/06/03/16:12:07.948749,97
2024/06/03/16:12:07.965146,97
2024/06/03/16:12:07.982614,97
2024/06/03/16:12:07.998972,97
2024/06/03/16:12:08.020302,97
2024/06/03/16:12:08.032145,97
2024/06/03/16:12:08.048352,97
2024/06/03/16:12:08.065318,97
2024/06/03/16:12:08.082832,97
2024/06/03/16:12:08.098006,97
2024/06/03/16:12:08.115489,97
2024/06/03/16:12:08.132332,97
2024/06/03/16:12:08.148608,97
2024/06/03/16:12:08.164958,98
2024/06/03/16:12:08.180320,98
2024/06/03/16:12:08.198864,98
2024/06/03/16:12:08.215423,98
2024/06/03/16:12:08.231338,98
2024/06/03/16:12:08.250071,98
2024/06/03/16:12:08.266077,98
2024/06/03/16:12:08.282013,98
2024/06/03/16:12:08.298223,98
2024/06/03/16:12:08.315574,98
2024/06/03/16:12:08.331431,98
2024/06/03/16:12:08.349633,98
2024/06/03/16:12:08.363950,98
2024/06/03/16:12:08.380856,98
2024/06/03/16:12:08.399048,98
2024/06/03/16:12:08.416020,98
2024/06/03/16:12:08.433410,98
2024/06/03/16:12:08.449001,98
2024/06/03/16:12:08.465577,98
2024/06/03/16:12:08.482259,98
2024/06/03/16:12:08.499079,98
2024/06/03/16:12:08.515518,98
2024/06/03/16:12:08.532355,98
2024/06/03/16:12:08.550011,98
2024/06/03/16:12:08.565673,98
2024/06/03/16:12:08.583521,98
2024/06/03/16:12:08.598933,98
2024/06/03/16:12:08.617400,98
2024/06/03/16:12:08.631827,98
2024/06/03/16:12:08.648565,98
2024/06/03/16:12:08.666852,98
2024/06/03/16:12:08.683361,98
2024/06/03/16:12:08.699010,98
2024/06/03/16:12:08.716045,98
2024/06/03/16:12:08.733878,98
2024/06/03/16:12:08.750976,98
2024/06/03/16:12:08.764184,98
2024/06/03/16:12:08.780793,98
2024/06/03/16:12:08.799450,98
2024/06/03/16:12:08.815542,98
2024/06/03/16:12:08.833129,98
2024/06/03/16:12:08.848690,98
2024/06/03/16:12:08.865640,98
2024/06/03/16:12:08.880372,98
2024/06/03/16:12:08.898256,98
2024/06/03/16:12:08.915562,98
2024/06/03/16:12:08.932094,98
2024/06/03/16:12:08.948658,98
2024/06/03/16:12:08.966580,98
2024/06/03/16:12:08.980492,98
2024/06/03/16:12:08.998449,98
2024/06/03/16:12:09.016088,98
2024/06/03/16:12:09.033051,98
2024/06/03/16:12:09.048434,98
2024/06/03/16:12:09.064981,98
2024/06/03/16:12:09.082596,98
2024/06/03/16:12:09.099762,98
2024/06/03/16:12:09.116140,98
2024/06/03/16:12:09.132881,98
2024/06/03/16:12:09.148454,98
2024/06/03/16:12:09.171480,98
2024/06/03/16:12:09.183132,98
2024/06/03/16:12:09.198400,98
2024/06/03/16:12:09.214662,98
2024/06/03/16:12:09.232958,98
2024/06/03/16:12:09.249497,98
2024/06/03/16:12:09.266584,98
2024/06/03/16:12:09.284417,98
2024/06/03/16:12:09.299261,98
2024/06/03/16:12:09.315040,98
2024/06/03/16:12:09.331165,98
2024/06/03/16:12:09.349833,98
2024/06/03/16:12:09.367455,98
2024/06/03/16:12:09.384454,98
2024/06/03/16:12:09.401674,98
2024/06/03/16:12:09.416924,98
2024/06/03/16:12:09.434014,98
2024/06/03/16:12:09.449751,98
2024/06/03/16:12:09.465365,98
2024/06/03/16:12:09.482372,98
2024/06/03/16:12:09.499216,97
2024/06/03/16:12:09.515597,97
2024/06/03/16:12:09.532433,97
2024/06/03/16:12:09.549178,96
2024/06/03/16:12:09.566195,96
2024/06/03/16:12:09.582925,96
2024/06/03/16:12:09.599072,96
2024/06/03/16:12:09.615209,96
2024/06/03/16:12:09.631022,96
2024/06/03/16:12:09.648743,96
2024/06/03/16:12:09.665307,96
2024/06/03/16:12:09.682449,96
2024/06/03/16:12:09.699097,96
2024/06/03/16:12:09.715528,95
2024/06/03/16:12:09.731565,95
2024/06/03/16:12:09.747779,95
2024/06/03/16:12:09.765805,94
2024/06/03/16:12:09.782619,94
2024/06/03/16:12:09.798849,94
2024/06/03/16:12:09.815649,94
2024/06/03/16:12:09.832090,92
2024/06/03/16:12:09.849117,92
2024/06/03/16:12:09.865486,92
2024/06/03/16:12:09.880344,92
2024/06/03/16:12:09.899425,92
2024/06/03/16:12:09.914960,91
2024/06/03/16:12:09.932438,91
2024/06/03/16:12:09.948920,91
2024/06/03/16:12:09.967447,91
2024/06/03/16:12:09.982528,91
2024/06/03/16:12:10.000575,91
2024/06/03/16:12:10.016642,90
2024/06/03/16:12:10.034091,90
2024/06/03/16:12:10.048188,90
2024/06/03/16:12:10.066634,90
2024/06/03/16:12:10.081487,90
2024/06/03/16:12:10.098566,90
2024/06/03/16:12:10.115930,90
2024/06/03/16:12:10.132876,89
2024/06/03/16:12:10.149695,89
2024/06/03/16:12:10.166501,89
2024/06/03/16:12:10.181587,87
2024/06/03/16:12:10.200239,87
2024/06/03/16:12:10.216353,87
2024/06/03/16:12:10.232090,87
2024/06/03/16:12:10.250600,87
2024/06/03/16:12:10.264605,87
2024/06/03/16:12:10.282766,87
2024/06/03/16:12:10.299258,87
2024/06/03/16:12:10.315876,87
2024/06/03/16:12:10.332133,87
2024/06/03/16:12:10.348085,86
2024/06/03/16:12:10.364779,86
2024/06/03/16:12:10.382772,86
2024/06/03/16:12:10.397443,86
2024/06/03/16:12:10.415952,86
2024/06/03/16:12:10.432703,86
2024/06/03/16:12:10.449481,86
2024/06/03/16:12:10.468087,86
2024/06/03/16:12:10.484665,86
2024/06/03/16:12:10.500440,86
2024/06/03/16:12:10.515689,86
2024/06/03/16:12:10.532259,86
2024/06/03/16:12:10.547638,86
2024/06/03/16:12:10.565233,86
2024/06/03/16:12:10.582024,86
2024/06/03/16:12:10.598855,85
2024/06/03/16:12:10.615262,85
2024/06/03/16:12:10.632118,85
2024/06/03/16:12:10.648810,84
2024/06/03/16:12:10.665414,83
2024/06/03/16:12:10.682069,83
2024/06/03/16:12:10.699153,79
2024/06/03/16:12:10.716029,79
2024/06/03/16:12:10.733957,79
2024/06/03/16:12:10.749963,79
2024/06/03/16:12:10.766429,79
2024/06/03/16:12:10.783424,79
2024/06/03/16:12:10.800145,79
2024/06/03/16:12:10.816314,79
2024/06/03/16:12:10.833593,79
2024/06/03/16:12:10.848063,79
2024/06/03/16:12:10.865473,79
2024/06/03/16:12:10.881863,79
2024/06/03/16:12:10.899761,79
2024/06/03/16:12:10.917542,79
2024/06/03/16:12:10.933910,79
2024/06/03/16:12:10.950615,79
2024/06/03/16:12:10.968402,79
2024/06/03/16:12:10.982000,79
2024/06/03/16:12:10.998592,79
2024/06/03/16:12:11.015583,79
2024/06/03/16:12:11.030697,79
2024/06/03/16:12:11.048750,79
2024/06/03/16:12:11.065565,79
2024/06/03/16:12:11.082160,79
2024/06/03/16:12:11.099622,79
2024/06/03/16:12:11.115428,79
2024/06/03/16:12:11.131947,79
2024/06/03/16:12:11.150099,79
2024/06/03/16:12:11.165685,78
2024/06/03/16:12:11.185283,78
2024/06/03/16:12:11.199101,78
2024/06/03/16:12:11.215791,78
2024/06/03/16:12:11.232111,78
2024/06/03/16:12:11.249489,78
2024/06/03/16:12:11.265180,78
2024/06/03/16:12:11.281263,78
2024/06/03/16:12:11.299323,78
2024/06/03/16:12:11.314644,78
2024/06/03/16:12:11.331871,78
2024/06/03/16:12:11.348471,78
2024/06/03/16:12:11.365165,78
2024/06/03/16:12:11.382752,77
2024/06/03/16:12:11.399823,76
2024/06/03/16:12:11.415628,76
2024/06/03/16:12:11.432583,73
2024/06/03/16:12:11.448315,71
2024/06/03/16:12:11.465294,70
2024/06/03/16:12:11.481258,69
2024/06/03/16:12:11.499452,69
2024/06/03/16:12:11.516984,69
2024/06/03/16:12:11.533797,68
2024/06/03/16:12:11.549225,68
2024/06/03/16:12:11.565625,68
2024/06/03/16:12:11.582403,68
2024/06/03/16:12:11.599491,68
2024/06/03/16:12:11.614862,68
2024/06/03/16:12:11.631997,68
2024/06/03/16:12:11.649919,68
2024/06/03/16:12:11.664969,68
2024/06/03/16:12:11.682210,68
2024/06/03/16:12:11.700232,68
2024/06/03/16:12:11.715247,68
2024/06/03/16:12:11.733150,68
2024/06/03/16:12:11.750001,68
2024/06/03/16:12:11.765708,68
2024/06/03/16:12:11.782207,68
2024/06/03/16:12:11.799791,68
2024/06/03/16:12:11.813642,68
2024/06/03/16:12:11.832819,68
2024/06/03/16:12:11.847818,68
2024/06/03/16:12:11.865183,68
2024/06/03/16:12:11.881766,68
2024/06/03/16:12:11.897978,68
2024/06/03/16:12:11.915088,68
2024/06/03/16:12:11.932350,68
2024/06/03/16:12:11.949016,68
2024/06/03/16:12:11.965010,68
2024/06/03/16:12:11.981534,68
2024/06/03/16:12:11.998863,68
2024/06/03/16:12:12.014204,68
2024/06/03/16:12:12.032404,68
2024/06/03/16:12:12.047850,68
2024/06/03/16:12:12.064858,68
2024/06/03/16:12:12.082074,67
2024/06/03/16:12:12.099266,67
2024/06/03/16:12:12.116406,67
2024/06/03/16:12:12.132753,67
2024/06/03/16:12:12.150269,67
2024/06/03/16:12:12.165874,67
2024/06/03/16:12:12.181190,67
2024/06/03/16:12:12.200675,67
2024/06/03/16:12:12.213906,67
2024/06/03/16:12:12.232524,67
2024/06/03/16:12:12.249727,67
2024/06/03/16:12:12.264566,67
2024/06/03/16:12:12.281914,67
2024/06/03/16:12:12.300358,67
2024/06/03/16:12:12.317270,67
2024/06/03/16:12:12.332546,67
2024/06/03/16:12:12.349647,67
2024/06/03/16:12:12.365714,67
2024/06/03/16:12:12.381750,67
2024/06/03/16:12:12.400764,67
2024/06/03/16:12:12.415452,67
2024/06/03/16:12:12.432467,67
2024/06/03/16:12:12.451430,67
2024/06/03/16:12:12.466281,67
2024/06/03/16:12:12.482498,67
2024/06/03/16:12:12.499852,67
2024/06/03/16:12:12.517257,67
2024/06/03/16:12:12.536041,67
2024/06/03/16:12:12.549534,67
2024/06/03/16:12:12.566245,67
2024/06/03/16:12:12.582403,67
2024/06/03/16:12:12.599337,67
2024/06/03/16:12:12.615994,67
2024/06/03/16:12:12.632668,67
2024/06/03/16:12:12.650262,67
2024/06/03/16:12:12.666305,67
2024/06/03/16:12:12.690605,68
2024/06/03/16:12:12.697854,69
2024/06/03/16:12:12.714195,69
2024/06/03/16:12:12.732711,70
2024/06/03/16:12:12.748781,70
2024/06/03/16:12:12.764923,70
2024/06/03/16:12:12.782506,70
2024/06/03/16:12:12.799371,70
2024/06/03/16:12:12.815021,70
2024/06/03/16:12:12.833747,70
2024/06/03/16:12:12.847486,70
2024/06/03/16:12:12.865313,70
2024/06/03/16:12:12.881109,70
2024/06/03/16:12:12.898762,71
2024/06/03/16:12:12.915766,71
2024/06/03/16:12:12.932380,71
2024/06/03/16:12:12.948911,71
2024/06/03/16:12:12.965982,71
2024/06/03/16:12:12.982137,71
2024/06/03/16:12:12.999279,71
2024/06/03/16:12:13.015678,71
2024/06/03/16:12:13.031833,72
2024/06/03/16:12:13.048750,72
2024/06/03/16:12:13.065824,72
2024/06/03/16:12:13.084110,72
2024/06/03/16:12:13.098797,72
2024/06/03/16:12:13.117093,72
2024/06/03/16:12:13.133480,72
2024/06/03/16:12:13.149363,72
2024/06/03/16:12:13.165653,72
2024/06/03/16:12:13.182566,72
2024/06/03/16:12:13.196866,72
2024/06/03/16:12:13.217564,72
2024/06/03/16:12:13.232489,72
2024/06/03/16:12:13.249732,72
2024/06/03/16:12:13.266038,72
2024/06/03/16:12:13.283400,72
2024/06/03/16:12:13.301821,72
2024/06/03/16:12:13.317967,72
2024/06/03/16:12:13.333670,72
2024/06/03/16:12:13.349640,72
2024/06/03/16:12:13.366576,72
2024/06/03/16:12:13.382139,72
2024/06/03/16:12:13.398931,72
2024/06/03/16:12:13.415579,72
2024/06/03/16:12:13.432360,72
2024/06/03/16:12:13.449241,72
2024/06/03/16:12:13.466658,72
2024/06/03/16:12:13.481747,72
2024/06/03/16:12:13.499459,72
2024/06/03/16:12:13.515763,72
2024/06/03/16:12:13.532813,72
2024/06/03/16:12:13.548535,72
2024/06/03/16:12:13.565319,72
2024/06/03/16:12:13.582197,72
2024/06/03/16:12:13.598924,72
2024/06/03/16:12:13.614964,72
2024/06/03/16:12:13.632478,72
2024/06/03/16:12:13.648246,72
2024/06/03/16:12:13.666432,72
2024/06/03/16:12:13.682305,72
2024/06/03/16:12:13.697882,72
2024/06/03/16:12:13.714497,72
2024/06/03/16:12:13.732580,72
2024/06/03/16:12:13.748923,72
2024/06/03/16:12:13.766168,72
2024/06/03/16:12:13.782749,72
2024/06/03/16:12:13.801227,72
2024/06/03/16:12:13.815334,72
2024/06/03/16:12:13.833272,72
2024/06/03/16:12:13.849340,72
2024/06/03/16:12:13.869131,72
2024/06/03/16:12:13.881946,72
2024/06/03/16:12:13.900761,72
2024/06/03/16:12:13.915280,72
2024/06/03/16:12:13.933114,72
2024/06/03/16:12:13.951112,72
2024/06/03/16:12:13.966914,72
2024/06/03/16:12:13.983812,72
2024/06/03/16:12:13.998703,72
2024/06/03/16:12:14.016460,72
2024/06/03/16:12:14.032600,72
2024/06/03/16:12:14.051225,72
2024/06/03/16:12:14.065394,72
2024/06/03/16:12:14.084405,72
2024/06/03/16:12:14.100126,72
2024/06/03/16:12:14.117016,72
2024/06/03/16:12:14.131967,72
2024/06/03/16:12:14.148917,72
2024/06/03/16:12:14.165627,72
2024/06/03/16:12:14.183836,72
2024/06/03/16:12:14.198947,72
2024/06/03/16:12:14.215189,72
2024/06/03/16:12:14.232598,72
2024/06/03/16:12:14.248046,72
2024/06/03/16:12:14.265564,72
2024/06/03/16:12:14.283146,72
2024/06/03/16:12:14.298664,72
2024/06/03/16:12:14.315072,72
2024/06/03/16:12:14.333565,72
2024/06/03/16:12:14.348652,72
2024/06/03/16:12:14.365271,72
2024/06/03/16:12:14.381461,72
2024/06/03/16:12:14.398395,72
2024/06/03/16:12:14.415568,72
2024/06/03/16:12:14.432587,72
2024/06/03/16:12:14.448889,72
2024/06/03/16:12:14.465797,72
2024/06/03/16:12:14.482536,72
2024/06/03/16:12:14.498937,72
2024/06/03/16:12:14.516054,72
2024/06/03/16:12:14.532365,72
2024/06/03/16:12:14.547122,72
2024/06/03/16:12:14.565735,72
2024/06/03/16:12:14.581468,72
2024/06/03/16:12:14.600341,72
2024/06/03/16:12:14.618018,72
2024/06/03/16:12:14.632063,72
2024/06/03/16:12:14.650740,72
2024/06/03/16:12:14.672953,72
2024/06/03/16:12:14.685447,72
2024/06/03/16:12:14.699880,72
2024/06/03/16:12:14.714087,72
2024/06/03/16:12:14.732103,72
2024/06/03/16:12:14.749168,72
2024/06/03/16:12:14.765583,72
2024/06/03/16:12:14.783296,72
2024/06/03/16:12:14.798600,72
2024/06/03/16:12:14.815087,72
2024/06/03/16:12:14.833222,72
2024/06/03/16:12:14.848741,70
2024/06/03/16:12:14.866006,70
2024/06/03/16:12:14.884022,70
2024/06/03/16:12:14.898622,68
2024/06/03/16:12:14.914641,68
2024/06/03/16:12:14.933155,68
2024/06/03/16:12:14.949331,68
2024/06/03/16:12:14.966292,68
2024/06/03/16:12:14.982752,68
2024/06/03/16:12:14.999135,67
2024/06/03/16:12:15.015489,67
2024/06/03/16:12:15.030528,67
2024/06/03/16:12:15.048858,67
2024/06/03/16:12:15.065699,67
2024/06/03/16:12:15.082471,67
2024/06/03/16:12:15.099372,67
2024/06/03/16:12:15.115486,67
2024/06/03/16:12:15.132951,67
2024/06/03/16:12:15.149519,67
2024/06/03/16:12:15.164426,67
2024/06/03/16:12:15.181268,67
2024/06/03/16:12:15.198932,66
2024/06/03/16:12:15.215766,66
2024/06/03/16:12:15.230553,66
2024/06/03/16:12:15.248759,66
2024/06/03/16:12:15.265298,66
2024/06/03/16:12:15.282783,65
